city,state,avg_monthly_rent,avg_annual_income,avg_monthly_income,avg_rent_burden,zip_count,rent_burden_percent,affordability_category
Fort Thomas,KY,1354.3333333333333,129589.98224415381,10799.165187012817,0.4147949103054747,6,41.47949103054747,Burdened
Fort Walton Beach,FL,1867.0848338457035,139389.10220402587,11615.758517002156,0.5317457517571026,12,53.17457517571026,Severely Burdened
Fort Washington,MD,1632.8911421911423,104843.48284099477,8736.95690341623,0.48565879782843785,6,48.56587978284379,Burdened
Fort Washington,PA,2442.5,217749.43923240938,18145.78660270078,0.36403019427442407,5,36.40301942744241,Borderline
Fort Wayne,IN,1367.5650476974006,139494.48733205078,11624.540611004233,0.4083011734525427,78,40.830117345254266,Burdened
Fort Worth,TX,1567.7149936477429,154181.7429195295,12848.478576627458,0.4341712340133436,162,43.417123401334365,Burdened
Foster City,CA,3912.8178130511465,161950.49283301484,13495.874402751235,0.5971379695239543,5,59.71379695239543,Severely Burdened
Fountain,CO,2104.314814814815,103173.05535861594,8597.754613217996,0.6016501853816257,6,60.16501853816257,Severely Burdened
Fountain Hills,AZ,2280.509259259259,147429.63669061902,12285.803057551582,0.6571946461861599,6,65.71946461861599,Severely Burdened
Fountain Inn,SC,2005.952380952381,117985.08149890514,9832.090124908762,0.573679380467066,6,57.3679380467066,Severely Burdened
Fountain Valley,CA,2820.008838383839,118698.2598968529,9891.521658071077,0.8392124315804325,6,83.92124315804324,Severely Burdened
Fountainbleau,FL,2529.0391604010024,136711.8309596375,11392.65257996979,0.7286502180751184,12,72.86502180751184,Severely Burdened
Fox Lake,IL,2250.0,124334.62282877283,10361.218569064404,0.6530039906434618,6,65.30039906434618,Severely Burdened
Fox Point,WI,2028.0185185185185,162731.75073193802,13560.979227661503,0.6334812002409631,6,63.34812002409631,Severely Burdened
Foxborough,MA,2850.866666666667,156058.96526576387,13004.913772146989,0.43202193625491203,5,43.202193625491205,Burdened
Framingham,MA,2386.471253229974,118789.44034420345,9899.120028683623,0.7366087750614118,12,73.66087750614118,Severely Burdened
Frankfort,IN,752.0833333333334,114800.9839568804,9566.748663073367,0.2240539680500833,6,22.40539680500833,Affordable
Frankfort,KY,1124.563492063492,125598.12068783924,10466.510057319938,0.32005586849845374,6,32.00558684984537,Borderline
Franklin,IN,1786.0630952380952,117747.63902591921,9812.303252159936,0.529601823129171,6,52.960182312917105,Severely Burdened
Franklin,KY,1237.5,117465.87254311006,9788.822711925839,0.3507657065947529,6,35.076570659475294,Borderline
Franklin,MA,2546.903174603174,124709.91793721249,10392.493161434375,0.8216041567031294,6,82.16041567031294,Severely Burdened
Franklin,NC,1163.75,133461.604409812,11121.80036748433,0.3374429611900198,6,33.74429611900198,Borderline
Franklin,OH,1073.303571428571,110399.62235717966,9199.968529764972,0.3084496614123139,6,30.84496614123139,Borderline
Franklin,PA,845.0,124402.62107772514,10366.885089810428,0.25591550076619046,6,25.591550076619047,Affordable
Franklin,TN,2265.5616668734883,165136.63751952935,13761.386459960779,0.5601501651297643,17,56.01501651297644,Severely Burdened
Franklin,WI,1825.9642857142856,121611.3262007319,10134.277183394324,0.5520103299131125,6,55.20103299131125,Severely Burdened
Franklin Lakes,NJ,3235.0,264100.8197332922,22008.401644441015,0.4862428296569786,5,48.624282965697866,Burdened
Franklin Park,IL,1700.0,114405.2401923479,9533.770016028991,0.4908704734480185,6,49.087047344801846,Burdened
Franklin Park,NJ,2454.166666666667,111789.98405484547,9315.832004570455,0.7237056617022829,6,72.37056617022829,Severely Burdened
Franklinton,NC,1674.375,107318.14117407473,8943.178431172893,0.4783400917035691,6,47.834009170356914,Burdened
Frederick,CO,2925.0,101602.07448505131,8466.839540420942,0.856850840244972,6,85.6850840244972,Severely Burdened
Frederick,MD,2183.4207702482704,118143.55727957499,9845.296439964584,0.6735925601002745,24,67.35925601002745,Severely Burdened
Fredericksburg,TX,2052.0833333333335,159952.97989773005,13329.414991477504,0.6001180056985567,6,60.011800569855666,Severely Burdened
Fredericksburg,VA,2024.267319793931,114529.90848889113,9544.159040740928,0.5870403170450186,36,58.70403170450186,Severely Burdened
Freehold,NJ,2775.0444444444443,124676.79372883552,10389.732810736294,0.8375734708861738,6,83.75734708861738,Severely Burdened
Freeland,MI,1850.0,124258.96139617245,10354.913449681037,0.5642945877255369,6,56.42945877255369,Severely Burdened
Freeport,FL,2042.5833333333333,127222.61627021006,10601.884689184173,0.5958007461582454,6,59.58007461582454,Severely Burdened
Freeport,IL,1091.0238095238094,124887.23928678804,10407.26994056567,0.3185777724189747,6,31.857777241897473,Borderline
Freeport,NY,2900.0,107866.23997135078,8988.853330945898,0.8383625665797085,6,83.83625665797085,Severely Burdened
Freeport,TX,1470.25,110985.03013993934,9248.75251166161,0.40821830825844896,6,40.8218308258449,Burdened
Fremont,CA,3334.7398661248203,150522.53874699355,12543.544895582796,0.6265447426237267,21,62.65447426237267,Severely Burdened
Fremont,NE,1204.0238095238094,130481.73417615163,10873.477848012635,0.347586672637451,6,34.7586672637451,Borderline
Fresno,CA,1819.4849275995048,119760.97775183126,9980.081479319271,0.517263054165562,89,51.726305416556194,Severely Burdened
Fresno,TX,2258.930555555555,106569.27490082172,8880.77290840181,0.6285697341959788,6,62.856973419597885,Severely Burdened
Fridley,MN,1498.4507936507937,112923.98016934539,9410.331680778783,0.42952362530774163,6,42.95236253077416,Burdened
Friendswood,TX,1912.5461945461946,142114.6513011125,11842.887608426041,0.5668147393948388,6,56.68147393948389,Severely Burdened
Frisco,TX,2000.1266381766382,148190.38890867142,12349.199075722621,0.5995701695203369,12,59.95701695203369,Severely Burdened
Front Royal,VA,1948.611111111111,113473.53474271354,9456.127895226127,0.5638651409447457,6,56.38651409447457,Severely Burdened
Fruita,CO,1752.7777777777776,130392.47627057834,10866.039689214862,0.5185657621401929,6,51.85657621401929,Severely Burdened
Fullerton,CA,2772.8321742787857,119591.73945236175,9965.978287696815,0.7922096549412259,18,79.22096549412258,Severely Burdened
Fulshear,TX,2168.624761904762,127516.96766116004,10626.413971763337,0.6686258799918793,6,66.86258799918792,Severely Burdened
Fulton,MO,1125.8333333333333,112072.45399001786,9339.371165834822,0.3288965742320698,6,32.889657423206984,Borderline
Fultondale,AL,1485.1666666666667,107498.13454076932,8958.177878397444,0.4259429298574057,6,42.59429298574057,Burdened
Fuquay Varina,NC,1927.2283950617284,112251.87315269724,9354.32276272477,0.564580786481238,6,56.4580786481238,Severely Burdened
Gaffney,SC,1072.9166666666667,148382.97877876394,12365.24823156366,0.3008446474123436,12,30.084464741234363,Borderline
Gahanna,OH,1559.3400809716602,117623.92612506294,9801.993843755245,0.44355466200028276,6,44.355466200028275,Burdened
Gainesville,FL,1714.9331964024905,132543.6544065378,11045.304533878147,0.48803649940079524,54,48.803649940079524,Burdened
Gainesville,GA,1898.5481528417815,145198.20678760033,12099.85056563336,0.5362830329872948,24,53.628303298729485,Severely Burdened
Gainesville,TX,1657.8333333333333,140701.492730947,11725.124394245582,0.4612591930892,6,46.12591930892,Burdened
Gainesville,VA,2881.962962962963,137084.2989454468,11423.691578787233,0.44516492458693435,5,44.516492458693435,Burdened
Gaithersburg,MD,2239.0912998507583,111436.0822060183,9286.340183834858,0.7089607491307652,18,70.89607491307652,Severely Burdened
Galion,OH,762.5,111133.80372226563,9261.150310188801,0.21953155263719634,6,21.953155263719633,Affordable
Gallatin,TN,1673.910294852574,168380.2122349796,14031.684352914968,0.4782081973828138,6,47.82081973828138,Burdened
Galloway,NJ,2046.8888888888887,120949.0378789874,10079.086489915617,0.5888048816105161,6,58.880488161051616,Severely Burdened
Galloway,OH,1851.2996031746031,116567.64299928187,9713.970249940156,0.5280652623632701,6,52.80652623632701,Severely Burdened
Galveston,TX,1332.1949191159717,149325.659163396,12443.804930282997,0.382223186423998,18,38.2223186423998,Borderline
Gambrills,MD,2519.452380952381,119034.65938128314,9919.554948440262,0.793751380933717,6,79.3751380933717,Severely Burdened
Garden City,MI,1750.0,105062.41899334786,8755.20158277899,0.5271630015658124,6,52.71630015658124,Severely Burdened
Garden City,NY,4885.777777777777,237788.3516262461,19815.69596885384,0.7352895470049243,5,73.52895470049243,Severely Burdened
Garden Grove,CA,2565.234126984127,110882.44199760753,9240.203499800627,0.7441696339092109,24,74.41696339092108,Severely Burdened
Gardena,CA,2336.526455026455,105639.29123239817,8803.274269366513,0.6693702961285299,12,66.937029612853,Severely Burdened
Gardendale,AL,1903.3333333333337,110170.15831057452,9180.84652588121,0.5443517995269015,6,54.43517995269015,Severely Burdened
Gardiner,ME,1420.0,115778.99987137271,9648.24998928106,0.41850817387570816,6,41.850817387570814,Burdened
Gardner,KS,1535.2936507936508,110451.77398346306,9204.314498621921,0.45184171158440645,6,45.18417115844065,Burdened
Gardner,MA,1603.425925925926,104024.18650661928,8668.682208884939,0.46521863850976103,6,46.5218638509761,Burdened
Garfield,NJ,2409.0740740740744,108614.04276342235,9051.170230285195,0.7084194637292066,6,70.84194637292066,Severely Burdened
Garfield Heights,OH,1385.0,121032.24384892521,10086.020320743768,0.38779601176991135,6,38.779601176991136,Borderline
Garland,TX,1584.7488967762617,118022.49584290333,9835.207986908612,0.4416188808259883,30,44.161888082598836,Burdened
Garner,NC,1763.9489633173844,114281.5100099116,9523.459167492632,0.5021064353557154,6,50.21064353557154,Severely Burdened
Gary,IN,1298.2843137254904,98765.29933571581,8230.441611309652,0.3909870911980495,17,39.098709119804944,Borderline
Gastonia,NC,1623.651767897279,117620.07208959712,9801.672674133091,0.4619396903045303,18,46.19396903045303,Burdened
Gatesville,TX,1324.1666666666667,190739.3877045999,15894.948975383326,0.3724316450406144,6,37.24316450406144,Borderline
Gautier,MS,1337.0,126461.12470243561,10538.427058536303,0.3678176229196624,6,36.78176229196624,Borderline
Geneva,IL,2040.888888888889,126758.14136761586,10563.178447301323,0.6668861256720033,6,66.68861256720034,Severely Burdened
Geneva,NY,1095.0,114118.70791398459,9509.892326165382,0.3125827309979423,6,31.25827309979423,Borderline
Georgetown,KY,1508.9464646464646,115222.46698662627,9601.872248885522,0.44183766513540795,6,44.183766513540796,Burdened
Georgetown,SC,1650.0,161797.4032386717,13483.116936555974,0.46091908891977,6,46.091908891977,Burdened
Georgetown,TX,1678.535655531503,132022.74086057636,11001.895071714696,0.48696114102091415,18,48.696114102091414,Burdened
Germantown,MD,2063.1423180011993,110646.46462007589,9220.538718339658,0.637935847526094,12,63.7935847526094,Severely Burdened
Germantown,TN,2913.630303030303,163760.5101081745,13646.709175681208,0.6400142313539262,11,64.00142313539263,Severely Burdened
Germantown,WI,1752.6666666666667,118172.56331234763,9847.713609362301,0.5276080639175512,6,52.760806391755125,Severely Burdened
Gettysburg,PA,1163.3333333333333,118412.19973625297,9867.683311354414,0.3512480815168469,6,35.12480815168469,Borderline
Gibsonton,FL,2300.388888888889,115068.45844172046,9589.038203476704,0.642341993576763,6,64.2341993576763,Severely Burdened
Gibsonville,NC,1846.6666666666667,142155.07716097272,11846.256430081057,0.5287160874098515,6,52.87160874098515,Severely Burdened
Gig Harbor,WA,2565.8333333333335,133090.29729488594,11090.858107907161,0.7786616077212435,12,77.86616077212435,Severely Burdened
Gilbert,AZ,2090.67096795229,133250.2109214116,11104.184243450967,0.6030329594231909,36,60.30329594231909,Severely Burdened
Gilbert,SC,1822.5,129735.17543662469,10811.264619718722,0.5262597288651488,6,52.62597288651488,Severely Burdened
Gillette,WY,1227.6944444444443,128205.93008540427,10683.827507117023,0.35599822277140647,12,35.599822277140646,Borderline
Gilroy,CA,2695.6833333333334,121811.64938502685,10150.970782085571,0.7679697921047947,6,76.79697921047946,Severely Burdened
Girard,OH,1202.7777777777776,116631.92695246388,9719.327246038658,0.33674652214754647,6,33.674652214754644,Borderline
Gladstone,MO,1393.809523809524,109485.63529248546,9123.802941040454,0.3969053576046657,6,39.690535760466574,Borderline
Gladstone,OR,1731.8055555555557,107047.8409346207,8920.653411218393,0.5024228786932673,6,50.24228786932673,Severely Burdened
Glassboro,NJ,2827.242307692308,106557.57959948445,8879.798299957038,0.8173051421992487,6,81.73051421992487,Severely Burdened
Glassport,PA,1095.0,118679.33467587635,9889.944556323027,0.3175109771951983,6,31.751097719519827,Borderline
Glastonbury,CT,2277.8555555555554,133348.95023785773,11112.412519821477,0.7153898283652587,6,71.53898283652586,Severely Burdened
Glen Allen,VA,1990.3524264705882,122558.42324994628,10213.201937495525,0.6127642970582409,12,61.276429705824086,Severely Burdened
Glen Burnie,MD,1982.820806637132,101935.50147761153,8494.625123134292,0.5837642503271531,12,58.376425032715304,Severely Burdened
Glen Cove,NY,3561.3065476190473,163122.21982425475,13593.518318687897,0.5477507751368624,5,54.77507751368624,Severely Burdened
Glen Ellyn,IL,2407.0833333333335,151996.01566458,12666.334638715,0.7647913725156341,6,76.47913725156342,Severely Burdened
Glen Mills,PA,2425.6444444444446,130546.04718469853,10878.837265391545,0.7666643342778,6,76.66643342778,Severely Burdened
Glendale,AZ,1603.823924467487,117502.34981995069,9791.86248499589,0.4444525933661443,48,44.44525933661443,Burdened
Glendale,CA,2955.9692703641645,139220.63500243085,11601.719583535902,0.7528807065029416,50,75.28807065029416,Severely Burdened
Glendale Heights,IL,1924.3629629629631,111738.9342605861,9311.577855048841,0.5545902949461347,6,55.45902949461347,Severely Burdened
Glendora,CA,3154.4393939393935,133977.803359708,11164.816946642333,0.6852383988505338,11,68.52383988505338,Severely Burdened
Glenmont,NY,1709.0,122156.26303054999,10179.688585879167,0.5132371681040546,6,51.323716810405465,Severely Burdened
Glenolden,PA,1574.75,102250.64062438851,8520.886718699041,0.45346572585378125,6,45.34657258537813,Burdened
Glens Falls,NY,1416.6666666666667,113904.23955490185,9492.019962908487,0.41121180056261736,6,41.121180056261736,Burdened
Glenside,PA,1610.0833333333333,153698.00007808433,12808.166673173693,0.4986897296633699,6,49.86897296633699,Burdened
Glenview,IL,2635.7916666666665,201965.75239169766,16830.479365974803,0.39865037974331285,5,39.86503797433129,Borderline
Glenwood,IL,2735.0,999146.3420175094,83262.19516812578,0.7557213689287959,6,75.5721368928796,Severely Burdened
Glenwood Springs,CO,2541.5238095238096,140030.19292936483,11669.182744113734,0.7688265737076009,6,76.88265737076009,Severely Burdened
Gloucester,MA,2594.5833333333335,147964.29188070414,12330.357656725348,0.7790577581319833,6,77.90577581319833,Severely Burdened
Gloucester City,NJ,1851.9444444444443,98524.8169410577,8210.401411754809,0.5326701860494326,6,53.26701860494326,Severely Burdened
Gloversville,NY,1297.5,117448.57170275797,9787.380975229831,0.37203188653866864,6,37.20318865386687,Borderline
Goddard,KS,1707.7777777777776,140416.1647467504,11701.3470622292,0.507475566372717,6,50.74755663727169,Severely Burdened
Goffstown,NH,1865.8333333333337,115790.81242083316,9649.234368402764,0.5589561310425055,6,55.89561310425055,Severely Burdened
Gold Canyon,AZ,1982.5,129010.3606684231,10750.86338903526,0.5726476761088707,6,57.26476761088707,Severely Burdened
Golden,CO,2432.949931149931,147746.673388147,12312.222782345583,0.5378958983049303,11,53.789589830493036,Severely Burdened
Golden Valley,MN,1786.809523809524,126640.21638553836,10553.351365461529,0.5261168326151087,6,52.61168326151087,Severely Burdened
Goldsboro,NC,1297.0833333333333,116728.59160522085,9727.382633768402,0.36243458833180364,6,36.24345883318036,Borderline
Goleta,CA,4054.272222222222,142862.2182014726,11905.184850122718,0.6264172667085073,5,62.64172667085073,Severely Burdened
Gonzales,LA,1617.3055555555557,118630.80118148618,9885.900098457183,0.4496489141749296,6,44.96489141749296,Burdened
Goodlettsville,TN,1755.9027777777776,132979.10409061506,11081.592007551255,0.4983781512024293,6,49.83781512024293,Burdened
Goodyear,AZ,1814.3152747973697,113179.95273391977,9431.662727826648,0.5114356348365062,12,51.143563483650624,Severely Burdened
Goose Creek,SC,1817.655555555556,110187.4825548515,9182.29021290429,0.5248853945168127,6,52.48853945168127,Severely Burdened
Goshen,IN,1043.125,137774.64122872998,11481.220102394165,0.3141223587491075,6,31.41223587491075,Borderline
Goshen,NY,2567.222222222222,134273.92937530018,11189.49411460835,0.7755075255686648,6,77.55075255686647,Severely Burdened
Gotha,FL,2230.0,134520.3450418629,11210.028753488574,0.6486100564672763,6,64.86100564672763,Severely Burdened
Grafton,WI,1790.2777777777776,127153.72078931442,10596.143399109535,0.5336066645930627,6,53.36066645930627,Severely Burdened
Graham,NC,1567.9333333333334,123253.64967857732,10271.137473214776,0.44283959779332566,6,44.28395977933256,Burdened
Graham,WA,2504.8888888888887,110509.66789032689,9209.138990860572,0.7197248828163048,6,71.97248828163048,Severely Burdened
Grain Valley,MO,1891.3333333333333,114250.8794643382,9520.906622028184,0.5498127370843189,6,54.981273708431885,Severely Burdened
Granbury,TX,1738.2175925925924,132347.23591800357,11028.936326500298,0.5049818792346759,12,50.49818792346758,Severely Burdened
Grand Blanc,MI,1197.5491452991453,122236.74545141096,10186.395454284246,0.3559251611410225,6,35.59251611410225,Borderline
Grand Forks,ND,1144.9966161616162,128257.74076891015,10688.145064075845,0.32275108145959236,12,32.27510814595924,Borderline
Grand Haven,MI,1566.5370370370372,143576.06699604512,11964.672249670426,0.48338872026054513,6,48.33887202605452,Burdened
Grand Island,NE,1281.4087301587304,139887.93956026112,11657.328296688424,0.3650148068014,12,36.501480680140006,Borderline
Grand Island,NY,1974.3333333333333,118972.12710760796,9914.343925633997,0.5881401222939412,6,58.814012229394116,Severely Burdened
Grand Junction,CO,1937.109869705458,123205.16555657127,10267.097129714271,0.568542332229389,36,56.8542332229389,Severely Burdened
Grand Ledge,MI,1443.25,124041.5081470015,10336.792345583459,0.4334119017758649,6,43.34119017758649,Burdened
Grand Prairie,TX,1645.327627849743,119294.37137696096,9941.197614746747,0.4623751685935406,24,46.23751685935406,Burdened
Grand Rapids,MI,1668.717834218135,168155.0900914679,14012.924174288992,0.48796403541357325,30,48.79640354135732,Burdened
Grand Terrace,CA,2070.125,106689.3332568056,8890.777771400468,0.5754191905703838,6,57.541919057038385,Severely Burdened
Grandview,MO,1390.5666666666666,137512.7709825671,11459.397581880592,0.39260258986335933,6,39.260258986335934,Borderline
Grandville,MI,1886.4671717171716,130144.24694058341,10845.353911715285,0.575980139959622,6,57.598013995962205,Severely Burdened
Granger,IN,1905.75,148783.37137328813,12398.614281107342,0.6083224476070221,6,60.83224476070222,Severely Burdened
Granite Bay,CA,3458.75,179925.48478046944,14993.790398372454,0.5244615954775785,5,52.44615954775785,Severely Burdened
Granite City,IL,1058.3333333333333,103229.69460964015,8602.474550803347,0.3018302382026767,6,30.183023820267668,Borderline
Graniteville,SC,2184.3333333333335,107027.71598568978,8918.976332140815,0.6233012306185935,6,62.330123061859354,Severely Burdened
Grants Pass,OR,1670.7539682539682,128932.24787020129,10744.353989183439,0.4799266102772783,12,47.99266102772783,Burdened
Grapevine,TX,1827.7527777777775,127762.36778789766,10646.863982324803,0.5272046464139152,6,52.720464641391516,Severely Burdened
Grass Valley,CA,1821.111111111111,120875.57463188085,10072.964552656738,0.541819785960563,6,54.181978596056304,Severely Burdened
Gray,ME,2050.0,110080.34531353367,9173.362109461139,0.6164847366699601,6,61.648473666996004,Severely Burdened
Grayslake,IL,2271.944444444445,114204.85324095283,9517.071103412734,0.6952123743777227,6,69.52123743777227,Severely Burdened
Grayson,GA,2187.7169312169312,115946.78618995291,9662.232182496076,0.6294552596640742,6,62.94552596640742,Severely Burdened
Great Bend,KS,748.3333333333334,146203.572815682,12183.631067973502,0.22089681828714644,6,22.089681828714642,Affordable
Great Falls,MT,1418.7411616161617,125216.37895656253,10434.698246380212,0.4084849221131966,18,40.84849221131966,Burdened
Great Mills,MD,2142.055555555555,99457.44198157336,8288.120165131113,0.6247662494259528,6,62.47662494259528,Severely Burdened
Great Neck,NY,4597.5,241432.3483537576,20119.362362813135,0.691599678144635,10,69.1599678144635,Severely Burdened
Greater Carrollwood,FL,1655.892543859649,121137.62921593153,10094.802434660962,0.4712290711132919,6,47.12290711132919,Burdened
Greater Landover,MD,1972.892792145594,103952.55740255957,8662.713116879966,0.5870021391495129,6,58.70021391495129,Severely Burdened
Greeley,CO,1432.3466767219707,135631.66469089116,11302.638724240931,0.4137096222987104,12,41.37096222987104,Burdened
Green Bay,WI,1118.473148148148,129278.47272920376,10773.206060766981,0.32183291718491286,12,32.18329171849128,Borderline
Green Cove Springs,FL,2099.8650793650795,126692.03022812893,10557.66918567741,0.5990906965161936,6,59.90906965161936,Severely Burdened
Green Valley,AZ,1722.875,119629.87615085715,9969.156345904763,0.511758944918553,12,51.1758944918553,Severely Burdened
Greenacres,FL,2385.103354978355,111206.00745554092,9267.167287961742,0.6674756894453973,6,66.74756894453972,Severely Burdened
Greenbelt,MD,2119.9850427350425,103328.80703508796,8610.733919590662,0.6303371448680599,6,63.03371448680599,Severely Burdened
Greenbrier,AR,1137.5,111124.702738747,9260.391894895583,0.3265703044921848,6,32.65703044921848,Borderline
Greeneville,TN,1059.375,121803.86952068716,10150.322460057263,0.304427248197788,12,30.4427248197788,Borderline
Greenfield,IN,1612.867156862745,120945.21961027652,10078.768300856376,0.48164472030409416,6,48.164472030409414,Burdened
Greenfield,MA,1700.0,122575.43084771132,10214.619237309276,0.4977962506491575,6,49.77962506491575,Burdened
Greenfield,WI,1273.3333333333333,105373.64057342394,8781.136714451995,0.368559223474552,6,36.8559223474552,Borderline
Greensboro,GA,3000.0,154790.95510731995,12899.246258943327,0.8666559589212106,6,86.66559589212106,Severely Burdened
Greensboro,NC,1393.5064424726065,147752.16139556764,12312.680116297302,0.3943628026516808,54,39.43628026516808,Borderline
Greensburg,PA,1338.3030303030305,137160.57022792418,11430.047518993679,0.40840896908184443,6,40.84089690818444,Burdened
Greenville,MI,1564.5,124198.90770764352,10349.90897563696,0.47356548662076725,6,47.356548662076726,Burdened
Greenville,NC,1308.9186792739422,139384.58322523368,11615.381935436142,0.36920314964569384,12,36.920314964569386,Borderline
Greenville,SC,1593.6525538899582,137246.56912643393,11437.214093869492,0.4610968055207677,42,46.10968055207677,Burdened
Greenville,TX,1459.9176587301588,121159.19879712758,10096.599899760631,0.41318105847656833,12,41.31810584765683,Burdened
Greenwich,CT,7929.333751044277,421611.6179798739,35134.30149832283,1.0528671050839318,19,105.28671050839318,Severely Burdened
Greenwood,AR,1125.0,124755.93575777626,10396.327979814687,0.31810726450797183,6,31.810726450797183,Borderline
Greenwood,IN,1538.5625,121771.34798067652,10147.612331723045,0.45346254332457253,12,45.34625433245726,Burdened
Greenwood,SC,1128.5416666666667,122264.49207572125,10188.70767297677,0.321196919606826,12,32.1196919606826,Borderline
Greenwood Village,CO,1945.024452807128,170070.7816783152,14172.5651398596,0.6150964221005232,6,61.50964221005232,Severely Burdened
Greer,SC,1593.398539910382,127405.62551690602,10617.135459742169,0.46987285975458887,12,46.98728597545889,Burdened
Grenloch,NJ,1882.722222222222,107768.1815152788,8980.6817929399,0.5381118364467791,6,53.811183644677904,Severely Burdened
Gresham,OR,1674.783093662404,109590.23978164697,9132.519981803913,0.4779652825459919,12,47.79652825459919,Burdened
Gretna,LA,1406.8638888888888,118392.33507009417,9866.027922507848,0.39935386721865557,12,39.935386721865555,Borderline
Gretna,NE,1629.0555555555557,130430.95333221827,10869.246111018188,0.5137601889081632,6,51.37601889081632,Severely Burdened
Griffith,IN,1321.7222222222224,108368.34846518167,9030.695705431806,0.38220659482432856,6,38.22065948243286,Borderline
Grimes,IA,1468.861111111111,125795.39892705646,10482.949910588039,0.42751499186905084,6,42.751499186905086,Burdened
Grosse Pointe Park,MI,1544.1666666666663,147175.06793568327,12264.58899464027,0.5061653589765046,6,50.61653589765046,Severely Burdened
Grosse Pointe Woods,MI,2150.0,149794.99239041886,12482.916032534906,0.6897211215844293,6,68.97211215844294,Severely Burdened
Groton,CT,2244.156746031746,124939.91909573851,10411.659924644875,0.651447534894459,12,65.14475348944589,Severely Burdened
Grove City,OH,1530.5027870680042,111954.32614560181,9329.52717880015,0.4392901083616547,6,43.929010836165475,Burdened
Grove City,PA,776.6666666666666,131914.25742305783,10992.854785254822,0.23880529087905278,6,23.880529087905277,Affordable
Groveland,FL,2272.2944444444443,115748.97380188735,9645.747816823945,0.6384020789660451,6,63.840207896604504,Severely Burdened
Groveport,OH,1627.0579124579126,106219.70893748135,8851.64241145678,0.4539716187092137,6,45.39716187092137,Burdened
Grover Beach,CA,2604.722222222222,111784.445557027,9315.370463085583,0.7385140212521515,6,73.85140212521515,Severely Burdened
Grovetown,GA,1852.7289377289374,105516.88717248039,8793.073931040031,0.5300567694909216,6,53.00567694909216,Severely Burdened
Guerneville,CA,2475.0,125821.67664946096,10485.139720788413,0.7231812485002989,6,72.31812485002989,Severely Burdened
Guilford,CT,2800.0,165022.41416807723,13751.867847339769,0.42463230602684837,5,42.46323060268484,Burdened
Gulf Breeze,FL,2355.5787037037035,180416.7429470642,15034.728578922017,0.7074018682012265,12,70.74018682012266,Severely Burdened
Gulf Shores,AL,1453.875420875421,127820.20955531126,10651.684129609273,0.4270502634943037,6,42.70502634943037,Burdened
Gulfport,FL,2206.9677077308656,153753.8451076066,12812.820425633885,0.6371165389707775,6,63.711653897077746,Severely Burdened
Gulfport,MS,1379.3335137085137,136228.75561631852,11352.396301359877,0.3803443098181073,18,38.03443098181073,Borderline
Gurnee,IL,1895.956228956229,116777.82181961458,9731.48515163455,0.5756325060913736,6,57.56325060913736,Severely Burdened
Guthrie,OK,1371.6666666666667,120823.61696970725,10068.634747475604,0.39548536378725,6,39.548536378725004,Borderline
Guyton,GA,2116.3333333333335,111521.16341183863,9293.430284319886,0.6053011923774455,6,60.53011923774455,Severely Burdened
Hacienda Heights,CA,3282.7222222222217,145178.30018698744,12098.191682248953,0.5085588134833817,5,50.85588134833817,Severely Burdened
Hackensack,NJ,2574.229532163743,116946.9324142399,9745.57770118666,0.7547868317049296,6,75.47868317049296,Severely Burdened
Hackettstown,NJ,2659.1666666666665,111223.62668861872,9268.635557384894,0.8014023943631754,6,80.14023943631754,Severely Burdened
Haddam,CT,2109.166666666667,130991.10314972384,10915.925262476987,0.6458046724250092,6,64.58046724250092,Severely Burdened
Haddonfield,NJ,1842.2222222222224,188792.39887264246,15732.699906053536,0.6109358300836153,6,61.09358300836153,Severely Burdened
Hagerstown,MD,1292.137529137529,112018.61208648114,9334.884340540097,0.38378569475138025,6,38.37856947513802,Borderline
Haines City,FL,2021.8654684095861,120461.35888861572,10038.44657405131,0.5550866691748099,6,55.50866691748099,Severely Burdened
Haleiwa,HI,4266.666666666667,156570.03644465664,13047.503037054721,0.661317104609065,5,66.1317104609065,Severely Burdened
Hales Corners,WI,1195.0,111626.97977387642,9302.2483144897,0.3481438922510948,6,34.81438922510948,Borderline
Halethorpe,MD,1628.1190476190477,101454.96984528528,8454.58082044044,0.49381625651314254,6,49.38162565131425,Burdened
Hallandale,FL,2463.0949848024316,174577.00728485055,14548.083940404213,0.7135057766558518,6,71.35057766558518,Severely Burdened
Hallsville,TX,1621.6666666666663,129358.41312786634,10779.867760655528,0.46107502789889887,6,46.107502789889885,Burdened
Haltom City,TX,1370.7698412698412,141684.57360332945,11807.047800277454,0.3777185824553441,6,37.77185824553441,Borderline
Hamburg,NY,1295.482142857143,116760.85527971927,9730.071273309939,0.38024952926623223,6,38.02495292662322,Borderline
Hamden,CT,2179.540343915344,116911.70634703216,9742.642195586013,0.6394688842389084,18,63.94688842389083,Severely Burdened
Hamilton,NY,1000.0,115587.99242424243,9632.332702020201,0.3041166879826965,6,30.41166879826965,Borderline
Hamilton,OH,1488.648148148148,114645.21277981342,9553.767731651118,0.4259379344753192,18,42.59379344753192,Burdened
Hammond,IN,1410.4333333333334,118861.50779696641,9905.125649747202,0.40171646416529444,18,40.17164641652944,Burdened
Hammond,LA,1256.266714766715,133867.9975558944,11155.6664629912,0.34283078835434444,12,34.283078835434445,Borderline
