city,state,avg_monthly_rent,avg_annual_income,avg_monthly_income,avg_rent_burden,zip_count,rent_burden_percent,affordability_category
La Crescenta-Montrose,CA,3019.859307359307,126590.6948893141,10549.224574109508,0.6897501770426198,11,68.97501770426197,Severely Burdened
La Cresta - Altavista,CA,1366.6527777777776,118093.57925083343,9841.13160423612,0.38462319118815075,6,38.462319118815074,Borderline
La Crosse,WI,1057.390873015873,158962.56577841484,13246.88048153457,0.3063861594013159,12,30.63861594013159,Borderline
La Grande,OR,1211.0,115937.88629829184,9661.490524857652,0.35234571229629236,6,35.23457122962924,Borderline
La Grange,IL,2431.3353174603176,137209.5860599391,11434.132171661591,0.7533830103714197,6,75.33830103714197,Severely Burdened
La Grange Park,IL,1666.6666666666663,119272.24687349687,9939.35390612474,0.5336376048929253,6,53.36376048929253,Severely Burdened
La Habra,CA,2646.195970695971,122651.32415402967,10220.943679502472,0.7427805743683885,6,74.27805743683885,Severely Burdened
La Homa,TX,1826.6666666666667,120554.53771307228,10046.211476089358,0.5001372582414735,6,50.01372582414735,Severely Burdened
La Joya,TX,890.0,68882.45587027914,5740.204655856595,0.2813245123149183,5,28.132451231491828,Affordable
La Marque,TX,1895.0833333333333,104761.36421064763,8730.113684220634,0.5290070845896696,6,52.90070845896696,Severely Burdened
La Mesa,CA,2599.8693007662837,114762.23855995288,9563.519879996074,0.7496289963646129,12,74.96289963646129,Severely Burdened
La Mirada,CA,2937.821428571429,107736.943697728,8978.078641477334,0.8435729592964765,6,84.35729592964765,Severely Burdened
La Palma,CA,3925.0,130050.45902290106,10837.538251908423,0.6117999440170986,5,61.179994401709855,Severely Burdened
La Pine,OR,1717.9166666666663,115467.51050766162,9622.292542305135,0.49883970997226545,6,49.88397099722655,Burdened
La Place,LA,1773.888888888889,107077.99023408128,8923.165852840108,0.49265158540561,6,49.265158540560996,Burdened
La Plata,MD,2715.0,105235.53579295847,8769.62798274654,0.8132325466179294,6,81.32325466179294,Severely Burdened
La Porte,IN,1066.0,129498.35147790272,10791.529289825226,0.3150355996649527,6,31.50355996649527,Borderline
La Porte,TX,1726.4207905384376,112977.41822536457,9414.784852113713,0.4866019698608482,6,48.66019698608482,Burdened
La Prairie,WI,1404.1666666666667,117782.9874450806,9815.248953756716,0.40500911327583605,6,40.50091132758361,Burdened
La Puente,CA,2333.3333333333335,103344.33374437674,8612.027812031396,0.6595595641505431,6,65.9559564150543,Severely Burdened
La Quinta,CA,3787.5081204198855,160002.63675954883,13333.553063295734,0.5813553711496755,5,58.13553711496755,Severely Burdened
La Vergne,TN,2085.0648148148143,115002.35838955578,9583.529865796316,0.5852219312775561,6,58.52219312775561,Severely Burdened
La Verne,CA,2783.7440476190477,125596.9388858854,10466.411573823783,0.8133493363334708,6,81.33493363334708,Severely Burdened
La Vista,NE,1346.517857142857,115097.72017355725,9591.47668112977,0.39178131329550686,6,39.17813132955069,Borderline
Labelle,FL,2000.0,132356.1856198055,11029.68213498379,0.5491123713225582,6,54.91123713225582,Severely Burdened
Lacey,WA,2108.8899780139977,114656.65923848172,9554.72160320681,0.5982823343119623,18,59.82823343119623,Severely Burdened
Laconia,NH,1748.8333333333333,146142.31984001226,12178.526653334355,0.5052285295681723,6,50.52285295681723,Severely Burdened
Lacy-Lakeview,TX,1252.4333333333334,131650.03393666228,10970.836161388526,0.35063344244731676,6,35.063344244731674,Borderline
Ladera Heights,CA,2866.6666666666665,131575.81147773788,10964.650956478157,0.8282927703950623,6,82.82927703950624,Severely Burdened
Ladera Ranch,CA,3659.803113553114,167802.6677459317,13983.55564549431,0.5579737625315896,5,55.79737625315896,Severely Burdened
Ladson,SC,1676.618515066791,100231.26360659204,8352.605300549338,0.4780729679953039,6,47.80729679953039,Burdened
Ladue,MO,2016.7833333333335,259168.03049234732,21597.335874362278,0.6564647605665536,6,65.64647605665536,Severely Burdened
Lady Lake,FL,1570.0378787878788,131977.18691115506,10998.098909262922,0.44825788588994264,6,44.825788588994264,Burdened
Lafayette,CA,3543.5,220620.75132430228,18385.062610358524,0.5329675775421576,5,53.29675775421576,Severely Burdened
Lafayette,CO,2265.0165112665113,129615.58564159197,10801.298803465996,0.68764440480802,6,68.76444048080201,Severely Burdened
Lafayette,IN,1268.3960387243476,119737.48438780673,9978.123698983894,0.36899604304873895,24,36.8996043048739,Borderline
Lafayette,LA,1352.59215097825,139388.38383027402,11615.698652522837,0.38066977582904704,30,38.066977582904705,Borderline
Lago Vista,TX,2186.185185185185,141784.85336524362,11815.404447103634,0.65155352796933,6,65.155352796933,Severely Burdened
Lagrange,GA,1325.4113562091504,140643.1777574903,11720.264813124193,0.36136991373979305,12,36.136991373979306,Borderline
Laguna Beach,CA,5536.080303030303,267772.4359245293,22314.36966037744,0.8345400555264393,5,83.45400555264393,Severely Burdened
Laguna Hills,CA,2972.482783882784,149179.80364817966,12431.650304014971,0.8753805786916455,6,87.53805786916456,Severely Burdened
Laguna Niguel,CA,3235.4477204477207,166646.86133569718,13887.23844464143,0.49301309386804626,5,49.301309386804625,Burdened
Laguna Woods,CA,2966.3333333333335,136689.38694687077,11390.782245572564,0.46256216105724074,5,46.25621610572407,Burdened
Lahaina,HI,3779.6666666666665,184779.9281867086,15398.327348892384,0.5745158953865128,5,57.451589538651284,Severely Burdened
Lake Bluff,IL,2110.1666666666665,190331.4247713708,15860.952064280898,0.6844301446097485,6,68.44301446097485,Severely Burdened
Lake Charles,LA,1162.6764229597563,140680.2580767648,11723.3548397304,0.3256254045308423,18,32.56254045308423,Borderline
Lake City,FL,1465.8333333333333,122732.66613912552,10227.72217826046,0.4111128488337494,12,41.111284883374935,Burdened
Lake Dallas,TX,2172.916666666667,115376.77917772309,9614.73159814359,0.6148367033942602,6,61.48367033942602,Severely Burdened
Lake Elsinore,CA,2574.256944444445,105470.87056516779,8789.239213763982,0.7277930376212415,12,72.77930376212414,Severely Burdened
Lake Forest,CA,3090.8941558441556,126594.12615176976,10549.510512647481,0.7061276131089641,11,70.61276131089642,Severely Burdened
Lake Forest,IL,4037.5,346212.8416814961,28851.070140124677,0.600046205237914,5,60.004620523791395,Severely Burdened
Lake Havasu City,AZ,1658.8423594923595,141543.1366159636,11795.261384663634,0.47447430760757864,18,47.44743076075786,Burdened
Lake Jackson,TX,1502.827380952381,149831.93714791487,12485.994762326236,0.42267916523569626,6,42.267916523569625,Burdened
Lake Mary,FL,1964.333973374296,138809.91203776633,11567.492669813864,0.5646895857551997,6,56.46895857551997,Severely Burdened
Lake Orion,MI,2550.0,124367.60526625293,10363.967105521077,0.7943734044706995,6,79.43734044706994,Severely Burdened
Lake Oswego,OR,2286.601854640132,166493.05372744816,13874.421143954014,0.5221116064168181,11,52.21116064168181,Severely Burdened
Lake Park,FL,2222.5555555555557,129824.96543841482,10818.7471198679,0.6102059652398253,6,61.020596523982526,Severely Burdened
Lake Park,NC,2037.902421652422,110545.44246607138,9212.12020550595,0.5981208646602082,6,59.81208646602082,Severely Burdened
Lake Placid,FL,1598.3333333333333,130237.30092496383,10853.108410413652,0.4592648342735178,6,45.926483427351776,Burdened
Lake Saint Louis,MO,1900.8363636363636,118961.807251626,9913.4839376355,0.5689407386075702,6,56.89407386075702,Severely Burdened
Lake Stevens,WA,2824.933333333333,114174.39503625738,9514.532919688116,0.8212971233962619,6,82.1297123396262,Severely Burdened
Lake Wales,FL,1293.888888888889,133044.29673844858,11087.02472820405,0.35760072654464947,6,35.76007265446495,Borderline
Lake Worth Beach,FL,3233.72843644624,189923.06115044298,15826.921762536915,0.7338290212942122,23,73.38290212942123,Severely Burdened
Lake in the Hills,IL,2268.472222222222,116115.27344774123,9676.27278731177,0.6845320689833123,6,68.45320689833123,Severely Burdened
Lakeland,FL,1727.999344566523,145959.88840336888,12163.324033614073,0.4828907751074126,54,48.28907751074126,Burdened
Lakeland,GA,1650.0,113853.67195737758,9487.80599644813,0.4626671570118948,6,46.26671570118948,Burdened
Lakeland,TN,2135.8307692307694,117737.7849246543,9811.482077054527,0.6181116491334113,6,61.81116491334113,Severely Burdened
Lakemore,OH,1252.9333333333334,116263.34985092886,9688.612487577404,0.35557564968288036,6,35.557564968288034,Borderline
Lakeside,CA,2228.277777777778,111732.71409605915,9311.05950800493,0.635558524388296,6,63.5558524388296,Severely Burdened
Lakeside,VA,1698.8673901012019,111715.72322097752,9309.643601748126,0.4949978439440877,6,49.49978439440877,Burdened
Lakeside Park,KY,1559.1666666666663,159771.02913221953,13314.252427684964,0.45660611341691953,6,45.660611341691954,Burdened
Lakeville,MN,1972.750933706816,124672.81796450006,10389.401497041672,0.6088963224760763,6,60.88963224760763,Severely Burdened
Lakeway,TX,2743.2206349206353,179624.61880247283,14968.718233539403,0.8247663550271903,6,82.47663550271903,Severely Burdened
Lakewood,CA,3351.2890625,116177.49996448483,9681.458330373736,0.6769394308611768,16,67.69394308611768,Severely Burdened
Lakewood,CO,1762.1388432312835,124746.41858361843,10395.534881968204,0.5108571234356278,42,51.08571234356278,Severely Burdened
Lakewood,NJ,2119.3333333333335,158792.5186548604,13232.709887905034,0.600077048789826,6,60.0077048789826,Severely Burdened
Lakewood,OH,1422.6381693945652,132904.4223129985,11075.368526083208,0.4044528293117278,6,40.445282931172784,Burdened
Lakewood,WA,1690.7223342293908,134465.1967560892,11205.433063007431,0.47702184701284644,12,47.702184701284644,Burdened
Lakewood Ranch,FL,2390.2475377901255,152755.15039272633,12729.595866060525,0.7099107433667723,12,70.99107433667723,Severely Burdened
Lancaster,CA,2386.867242942243,117338.18573203214,9778.182144336013,0.6737585012484222,18,67.37585012484222,Severely Burdened
Lancaster,NY,1595.8333333333333,109212.8504454211,9101.070870451758,0.4750729498563268,6,47.50729498563268,Burdened
Lancaster,OH,1200.1555555555558,122131.14464117408,10177.595386764506,0.34570025909731816,6,34.57002590973182,Borderline
Lancaster,PA,1590.016515856279,137474.17332618602,11456.181110515501,0.47478363394780904,18,47.47836339478091,Burdened
Lancaster,SC,1422.5,131133.25128340765,10927.77094028397,0.40804692298109413,6,40.804692298109416,Burdened
Lancaster,TX,2206.819444444445,122408.70876727063,10200.725730605885,0.6028305409592303,12,60.28305409592303,Severely Burdened
Land O Lakes,FL,2379.6369248035917,116273.58187560708,9689.465156300592,0.6917381761530446,18,69.17381761530446,Severely Burdened
Landover Hills,MD,1531.907142857143,98588.06615121332,8215.672179267776,0.4697953410083684,6,46.97953410083684,Burdened
Langhorne,PA,2367.4841269841268,123176.12979372677,10264.677482810564,0.727823881187302,6,72.7823881187302,Severely Burdened
Langley Park,MD,1750.5198412698412,101089.5301532107,8424.127512767558,0.5914885099995033,6,59.148850999950334,Severely Burdened
Lanham Seabrook,MD,2105.0924242424244,103394.86464230732,8616.238720192277,0.6461672294523381,6,64.6167229452338,Severely Burdened
Lansdale,PA,1957.3306878306878,120602.74835527611,10050.229029606342,0.6090428650259213,6,60.90428650259213,Severely Burdened
Lansdowne,PA,1464.4666666666665,103670.36443585722,8639.197036321435,0.4155053770228823,6,41.55053770228823,Burdened
Lansing,IL,1545.1666666666663,109957.0144786351,9163.084539886258,0.43312609401781077,6,43.312609401781074,Burdened
Lansing,MI,1142.7306115235065,108163.29816699021,9013.608180582518,0.34228213819249537,41,34.22821381924954,Borderline
Lapeer,MI,1346.0,113352.4012430513,9446.033436920943,0.3971619220473071,6,39.71619220473071,Borderline
Laramie,WY,1138.428930280246,130601.37029511078,10883.447524592564,0.3248259247650061,12,32.48259247650061,Borderline
Larchmont,NY,9558.333333333334,372660.77085162955,31055.064237635797,1.0151733587137397,4,101.51733587137397,Severely Burdened
Laredo,TX,1273.6527777777778,142032.8769790654,11836.07308158878,0.3511869647714338,12,35.11869647714338,Borderline
Largo,FL,1963.1455260480259,131163.53562560814,10930.294635467344,0.5576419934759062,30,55.76419934759061,Severely Burdened
Larkspur,CA,3696.7222222222226,232380.2625254974,19365.02187712479,0.5528889699663699,5,55.28889699663699,Severely Burdened
Las Cruces,NM,1312.647137097795,117330.78772347234,9777.565643622695,0.3824072021088279,24,38.24072021088279,Borderline
Las Vegas,NV,1764.2228420127606,174202.3252234437,14516.860435286975,0.4955991741659234,246,49.55991741659234,Burdened
Latham,NY,2183.75,128403.05252908768,10700.254377423973,0.6479878018805416,6,64.79878018805417,Severely Burdened
Lathrop,CA,3052.775252525252,111783.03592595666,9315.252993829721,0.8603267355535847,6,86.03267355535847,Severely Burdened
Lathrup Village,MI,1793.7301587301588,111551.92138836459,9295.993449030382,0.5608412919821651,6,56.084129198216516,Severely Burdened
Latrobe,PA,961.3888888888888,188857.09424032146,15738.091186693455,0.28905629232218405,6,28.905629232218406,Affordable
Lauderhill,FL,1895.4943249701316,110983.39576758382,9248.61631396532,0.5240447287277127,6,52.404472872771265,Severely Burdened
Laughlin,NV,1160.3333333333333,200514.52773059136,16709.543977549278,0.3263157850963549,6,32.63157850963549,Borderline
Laurel,MD,2101.4995741731036,107307.78191946588,8942.315159955491,0.6386820926563829,24,63.868209265638285,Severely Burdened
Laurel,MT,1206.6666666666663,118930.58020605694,9910.881683838079,0.3527468457203011,6,35.27468457203011,Borderline
Laurens,SC,886.25,115732.08029337686,9644.34002444807,0.2524663208570606,6,25.24663208570606,Affordable
Lavon,TX,2429.3333333333335,112352.05328086246,9362.671106738539,0.6907502489004552,6,69.07502489004553,Severely Burdened
Lawndale,CA,3335.4166666666665,130590.76936778371,10882.564113981975,0.524598546448358,5,52.4598546448358,Severely Burdened
Lawrence,IN,1682.9091269841272,126725.46551867586,10560.455459889654,0.5056213874455,12,50.56213874455,Severely Burdened
Lawrence,KS,1553.1431878306878,124878.24507982055,10406.520423318378,0.45144877272623224,24,45.144877272623226,Burdened
Lawrence,MA,2249.2976190476193,104646.050238799,8720.504186566583,0.6475926447848895,18,64.75926447848896,Severely Burdened
Lawrence,NY,4130.0,329808.44588952075,27484.037157460065,0.620030114185245,5,62.0030114185245,Severely Burdened
Lawrence Township,NJ,2683.0666666666666,119777.80636451632,9981.483863709693,0.8102484042636878,6,81.02484042636878,Severely Burdened
Lawrenceburg,KY,1245.0,114426.99398647786,9535.58283220649,0.3560431916017075,6,35.604319160170746,Borderline
Lawrenceburg,TN,1170.0,145752.72518134248,12146.06043177854,0.3284274685302246,6,32.84274685302246,Borderline
Lawrenceville,GA,1949.6524271324604,115254.3411434517,9604.528428620975,0.5605920574582856,24,56.05920574582856,Severely Burdened
Lawton,OK,1075.1597691894794,118218.46116322227,9851.538430268523,0.3092989312365924,18,30.92989312365924,Borderline
Layton,UT,1823.6361416361415,123477.97605777212,10289.831338147676,0.526980310972444,12,52.6980310972444,Severely Burdened
Le Claire,IA,2900.0,154451.6625782409,12870.971881520074,0.44538357422610286,5,44.53835742261029,Burdened
Leadville,CO,1656.25,112627.30197514674,9385.608497928895,0.47764224441126985,6,47.764224441126984,Burdened
League City,TX,1819.0970495113108,116884.1659739728,9740.347164497733,0.5324394438056288,6,53.24394438056288,Severely Burdened
Leander,TX,1879.3708635094129,124995.0876983587,10416.257308196558,0.5516543365929237,6,55.165433659292376,Severely Burdened
Leavenworth,KS,1265.7333333333331,105307.47634859935,8775.623029049944,0.36866918655771763,6,36.86691865577176,Borderline
Leavenworth,WA,1690.3333333333333,136532.37410309515,11377.697841924595,0.47787193018001733,6,47.78719301800173,Burdened
Leawood,KS,1856.3958333333333,188455.4564165236,15704.621368043632,0.5782680249305024,18,57.826802493050245,Severely Burdened
Lebanon,IN,1759.4111111111113,120965.7403975654,10080.478366463783,0.5241031444453005,6,52.41031444453005,Severely Burdened
Lebanon,MO,879.1666666666666,131627.54691961381,10968.962243301154,0.2616606390910132,6,26.16606390910132,Affordable
Lebanon,NH,2211.6011904761904,127376.0403897687,10614.670032480726,0.645704350559701,12,64.5704350559701,Severely Burdened
Lebanon,OH,2130.972222222222,127219.17002071,10601.597501725833,0.6354434777559573,6,63.54434777559573,Severely Burdened
Lebanon,OR,1559.375,112868.80662895436,9405.733885746196,0.4472300515623573,6,44.72300515623573,Burdened
Lebanon,PA,1338.8839285714287,115507.33330637189,9625.611108864325,0.3925263788745865,12,39.252637887458654,Borderline
Lebanon,TN,1675.532390077243,129478.04664947213,10789.837220789346,0.48047350037859243,12,48.047350037859246,Burdened
Lecanto,FL,1750.0,127016.68057927016,10584.723381605847,0.5078797652393023,6,50.78797652393023,Severely Burdened
Ledgewood,NJ,2711.5,115413.27716713924,9617.773097261605,0.8460484218106944,6,84.60484218106944,Severely Burdened
Leeds,AL,1595.6666666666667,124356.98797408368,10363.08233117364,0.46290162649687727,6,46.29016264968773,Burdened
Lees Summit,MO,1663.8526406926405,119968.0368416949,9997.336403474574,0.49581500627250935,30,49.58150062725093,Burdened
Leesburg,FL,1794.0193602693605,130778.647686453,10898.220640537751,0.5077733370348546,12,50.77733370348546,Severely Burdened
Leesburg,GA,1689.9166666666667,131319.1540805176,10943.262840043133,0.47402430855773536,6,47.40243085577354,Burdened
Leesburg,VA,2294.3554945054943,130407.85424379465,10867.321186982887,0.7222750561435952,12,72.22750561435952,Severely Burdened
Leesville,LA,1386.5079365079366,112135.2020529218,9344.600171076816,0.384570990297503,6,38.4570990297503,Borderline
Lehi,UT,2286.9771241830063,126557.6627033704,10546.471891947533,0.6754838031464682,6,67.54838031464682,Severely Burdened
Lehigh Acres,FL,1894.6411671661672,107920.37957747985,8993.364964789987,0.5246180407155804,36,52.461804071558035,Severely Burdened
Leland,NC,1682.5462402378162,117733.55445769109,9811.129538140924,0.4760321747532296,6,47.603217475322964,Burdened
Leland Grove,IL,1148.068764568765,148262.22012675426,12355.185010562855,0.32834224001020523,6,32.83422400102052,Borderline
Lemay,MO,1348.1666666666667,105370.78695583796,8780.898912986497,0.39186653772163077,6,39.186653772163076,Borderline
Lemon Grove,CA,2585.4953703703704,101939.72367823384,8494.976973186152,0.7278854847862949,6,72.7885484786295,Severely Burdened
Lemoore,CA,1729.8333333333333,114003.10444631147,9500.258703859288,0.47554419065915904,6,47.5544190659159,Burdened
Lemoyne,PA,1445.0,150970.68634039638,12580.890528366363,0.4252532112191521,6,42.52532112191521,Burdened
Lenexa,KS,1771.4735653235653,117861.60118774866,9821.800098979054,0.5299766734785991,18,52.99766734785991,Severely Burdened
Lenoir City,TN,1755.297619047619,123066.9551507556,10255.5795958963,0.5015664819137234,12,50.15664819137234,Severely Burdened
Leominster,MA,1862.9761904761901,113025.08955380903,9418.757462817417,0.5532068370204014,6,55.32068370204014,Severely Burdened
Leonardtown,MD,2300.0,115119.87210599922,9593.322675499936,0.7019290340159472,6,70.19290340159472,Severely Burdened
Leonia,NJ,2500.0,120602.33802817723,10050.194835681437,0.7748934538714213,6,77.48934538714212,Severely Burdened
Lerona,WV,716.6666666666666,110071.82342657342,9172.651952214452,0.21600896497140257,6,21.60089649714026,Affordable
Levelland,TX,1000.0,118169.83179120328,9847.485982600274,0.2862108979837385,6,28.62108979837385,Affordable
Levittown,NY,2972.5,105073.8790658135,8756.15658881779,0.8756101181905257,6,87.56101181905257,Severely Burdened
Levittown,PA,1842.952380952381,106809.87478480658,8900.822898733883,0.5402694587173502,6,54.02694587173502,Severely Burdened
Lewes,DE,2123.5,126946.39288152153,10578.866073460127,0.6281063832609756,6,62.81063832609755,Severely Burdened
Lewis Center,OH,1589.8186274509806,117773.7493236815,9814.479110306791,0.498197381356519,6,49.819738135651896,Burdened
Lewisburg,PA,1608.75,133560.81877962526,11130.068231635436,0.5074524518073701,6,50.74524518073701,Severely Burdened
Lewiston,ID,1236.111111111111,121863.35435126485,10155.279529272071,0.34603636524721826,6,34.60363652472183,Borderline
Lewiston,ME,1478.7166666666665,133004.50519137084,11083.708765947571,0.4261340536766894,6,42.61340536766894,Burdened
Lewisville,TX,1526.4564942762715,152500.58515115114,12708.382095929259,0.421457166591523,12,42.1457166591523,Burdened
Lexington,KY,1537.7284334893563,140241.46379958774,11686.788649965643,0.44377922439267364,66,44.377922439267365,Burdened
Lexington,MA,4378.416666666667,209606.8011523892,17467.23342936577,0.6597774345992915,10,65.97774345992914,Severely Burdened
Lexington,NC,1657.361111111111,122524.61834937955,10210.384862448296,0.47628105125825687,12,47.628105125825684,Burdened
Lexington,OH,1854.25,114362.39309149969,9530.19942429164,0.5388276517235175,6,53.88276517235175,Severely Burdened
Lexington,SC,1754.3867183985603,136802.96916366884,11400.247430305733,0.5116852755754339,12,51.168527557543385,Severely Burdened
Lexington,VA,1373.3333333333333,121098.87924111343,10091.573270092786,0.39599238437926515,6,39.599238437926516,Borderline
Lexington Hills,CA,3600.0,196594.5057390398,16382.875478253316,0.5439706961218574,5,54.397069612185746,Severely Burdened
Lexington Park,MD,1735.576388888889,102495.21254033386,8541.267711694489,0.5080156377699533,6,50.80156377699533,Severely Burdened
Liberty,MO,1262.263888888889,120193.58262123633,10016.131885103028,0.37614870852175025,6,37.614870852175024,Borderline
Liberty Hill,TX,2215.28373015873,124923.65449228178,10410.304541023483,0.6480845949168884,6,64.80845949168884,Severely Burdened
Liberty Lake,WA,1873.7142857142856,144589.46114857713,12049.121762381428,0.5591828388628999,6,55.918283886289984,Severely Burdened
Libertyville,IL,2222.8333333333335,157198.19033760406,13099.849194800338,0.7551994081691501,6,75.51994081691501,Severely Burdened
Lilburn,GA,1912.4735449735447,114722.91673589882,9560.243061324903,0.5652560926510365,6,56.52560926510365,Severely Burdened
Lillington,NC,1640.9055555555558,113558.15602597427,9463.17966883119,0.4671907451850473,6,46.719074518504726,Burdened
Lima,OH,1170.0,123208.59047778863,10267.382539815719,0.3324483447593913,6,33.24483447593913,Borderline
Lincoln,AL,1526.4583333333337,128066.66049800976,10672.22170816748,0.42595752066201076,6,42.59575206620107,Burdened
Lincoln,CA,3057.9249639249633,122686.24666652875,10223.853888877396,0.879160731773752,6,87.9160731773752,Severely Burdened
Lincoln,NE,1379.6944725904884,137109.24843289857,11425.770702741547,0.4006004744063915,96,40.06004744063915,Burdened
Lincoln City,OR,1882.5,131301.5679257027,10941.797327141894,0.5377079515873822,6,53.77079515873822,Severely Burdened
Lincoln Park,MI,1188.0555555555557,102452.24421372674,8537.687017810562,0.35351437128812013,6,35.351437128812016,Borderline
Lincoln Village,OH,1243.607142857143,103873.17171430273,8656.097642858562,0.35219839624420035,6,35.21983962442003,Borderline
Lincolnia,VA,2047.4870335230864,115790.48885312001,9649.207404426668,0.6188713951075955,6,61.887139510759546,Severely Burdened
Lincolnton,NC,1330.6944444444443,121649.0914900313,10137.424290835943,0.3790838441900284,6,37.908384419002836,Borderline
Lincolnwood,IL,2659.944444444445,148698.47476202904,12391.539563502418,0.8166192698309396,6,81.66192698309396,Severely Burdened
Lindale,TX,1375.6666666666667,122245.6353177004,10187.136276475036,0.3962756664757143,6,39.627566647571435,Borderline
Linden,MI,2600.0,128402.251835989,10700.187652999082,0.803868404497505,6,80.3868404497505,Severely Burdened
Linden,NC,1936.0,103718.52149118816,8643.210124265679,0.5424818449675086,6,54.24818449675086,Severely Burdened
Linden,NJ,2451.739926739927,105487.95481390983,8790.662901159154,0.7071628406596645,6,70.71628406596645,Severely Burdened
Lindenhurst,IL,2283.8888888888887,112721.00277057193,9393.416897547662,0.705933174801864,6,70.5933174801864,Severely Burdened
Lindenhurst,NY,2833.3333333333335,105517.30063603185,8793.108386335987,0.8378915435244595,6,83.78915435244595,Severely Burdened
Lindenwold,NJ,1862.4444444444446,108854.06481223564,9071.172067686302,0.5281805597418913,6,52.81805597418913,Severely Burdened
Lisle,IL,1968.7936507936508,123153.37973430862,10262.781644525718,0.5915261180916053,6,59.152611809160526,Severely Burdened
Litchfield Park,AZ,2082.9444444444443,129320.24644751842,10776.68720395987,0.5873704710965014,6,58.73704710965014,Severely Burdened
Lithia,FL,2462.0446969696973,121581.40751377407,10131.783959481172,0.740100591630712,6,74.01005916307119,Severely Burdened
Lithia Springs,GA,1569.1823671497586,105842.34485829691,8820.195404858076,0.44815613957388206,6,44.81561395738821,Burdened
Lithonia,GA,1722.100814990249,108777.03143337679,9064.752619448067,0.47871999157933137,12,47.87199915793314,Burdened
Lititz,PA,1792.125,144044.79062257125,12003.732551880938,0.5613726013397117,6,56.13726013397117,Severely Burdened
Little Elm,TX,2260.528208918453,112665.4719082163,9388.789325684693,0.642304580637233,6,64.23045806372329,Severely Burdened
Little Ferry,NJ,2521.1111111111113,110201.40574380911,9183.450478650759,0.7381970293536417,6,73.81970293536418,Severely Burdened
Little River,SC,1583.0462962962963,118517.76626584797,9876.480522153997,0.45583238838229706,6,45.583238838229704,Burdened
Little Rock,AR,1236.835211171602,154325.3233251007,12860.44361042506,0.35187830172257645,72,35.18783017225765,Borderline
Littleton,CO,2051.0380481055768,135510.80184847614,11292.566820706345,0.620283169911818,24,62.028316991181796,Severely Burdened
Littleton,MA,3240.5,145999.20353168857,12166.60029430738,0.4943806831924099,5,49.43806831924099,Burdened
Livermore,CA,2953.538780663781,122038.03324623442,10169.83610385287,0.8738372549119097,12,87.38372549119097,Severely Burdened
Liverpool,NY,1939.111111111111,109250.82900060505,9104.235750050422,0.5618722459113089,12,56.18722459113089,Severely Burdened
Livingston,MT,1411.111111111111,153522.3849440617,12793.532078671808,0.41953395961823087,6,41.953395961823084,Burdened
Livingston,NJ,4350.422222222222,195993.0017762535,16332.750148021127,0.6604497378892814,5,66.04497378892815,Severely Burdened
Livingston,TX,1418.6666666666667,126459.06403224729,10538.255336020608,0.40819067551645216,6,40.81906755164522,Burdened
Livonia,MI,1352.7777777777776,109524.42065582333,9127.035054651946,0.41681954443102764,6,41.68195444310277,Burdened
Lochbuie,CO,2749.5,121255.87887992854,10104.656573327376,0.7824987198954406,6,78.24987198954406,Severely Burdened
Lock Haven,PA,888.6111111111112,115858.50086785732,9654.875072321443,0.26186994030905636,6,26.186994030905637,Affordable
Lockbourne,OH,1770.6666666666663,154990.7294376316,12915.894119802635,0.48785532248525465,6,48.78553224852546,Burdened
Lockhart,TX,1657.266666666667,139573.52909286754,11631.127424405626,0.47079364645574207,6,47.07936464557421,Burdened
Lockland,OH,1409.4203703703704,133249.12469145368,11104.093724287806,0.406337585008649,6,40.6337585008649,Burdened
Lockport,IL,2070.3161375661375,108890.71097489125,9074.22591457427,0.6195624706576257,6,61.95624706576257,Severely Burdened
Lockport,NY,1033.5555555555557,113058.92041519513,9421.57670126626,0.2967873600575307,6,29.67873600575307,Affordable
Locust Grove,GA,2078.3288461538464,130876.55730399594,10906.379775332995,0.5823503327563965,6,58.235033275639644,Severely Burdened
Locust Grove,VA,2423.75,107285.92618277838,8940.493848564865,0.7045719491728931,6,70.45719491728931,Severely Burdened
Lodi,CA,2050.8068783068784,121334.68480337573,10111.223733614645,0.5805554464473658,12,58.05554464473658,Severely Burdened
Lodi,NJ,2310.8690476190477,102532.15633748512,8544.346361457094,0.6769495508083887,6,67.69495508083887,Severely Burdened
Logan,UT,1357.409523809524,161111.86684259522,13425.988903549602,0.38719462981215796,6,38.7194629812158,Borderline
Loganville,GA,2324.5450251502884,117174.68253941771,9764.556878284808,0.6624659165195437,6,66.24659165195436,Severely Burdened
Loma Linda,CA,2201.0587301587298,115719.3132953916,9643.2761079493,0.627930532617126,6,62.79305326171259,Severely Burdened
Lombard,IL,2070.7334700999813,112293.36865207485,9357.780721006238,0.6232456009992883,6,62.324560099928824,Severely Burdened
Lomita,CA,3124.6666666666665,107907.36007167271,8992.280005972725,0.8992043542554544,6,89.92043542554543,Severely Burdened
Lompoc,CA,2321.702020202021,106871.86436471512,8905.988697059593,0.6479774733376302,6,64.79774733376303,Severely Burdened
Londonderry,NH,2540.8333333333335,117115.77540935429,9759.647950779523,0.7705739238079702,6,77.05739238079701,Severely Burdened
Lone Tree,CO,1949.1308628714644,144936.03245104922,12078.002704254102,0.594431955460001,6,59.443195546000105,Severely Burdened
